Fe,mass,Pd,Pt
0.00040505,0.00020764,0.0010085,2.22E-05
0.00041779,0.00021001,0.0010559,2.58E-05
0.0004251,0.0002109,0.0011177,2.97E-05
0.00047309,0.00026236,0.0012154,4.61E-05
0.00054661,0.00036624,0.0013243,8.07E-05
0.00062926,0.00050732,0.0014252,0.00013558
0.00072416,0.00069909,0.0015331,0.00021194
0.00083688,0.00093158,0.0016353,0.00031786
0.00097898,0.0012262,0.0017469,0.00045651
0.0010134,0.0012394,0.0018166,0.00044675
0.0010678,0.0012699,0.0019297,0.00042674
0.0018109,0.0021376,0.0035244,0.00058865
0.053623,0.049966,0.14976,0.0050644
0.032338,0.032556,0.087556,0.0037482
0.029177,0.029177,0.078535,0.003601
0.02754,0.026714,0.07359,0.0036587
0.02808,0.025823,0.074352,0.0039152
0.045387,0.037998,0.12393,0.0069655
0.45706,0.27676,1.3851,0.083177
0.32051,0.18642,0.9765,0.052924
0.26014,0.14819,0.7929,0.040274
0.21921,0.1171,0.65163,0.035511
0.20653,0.15095,0.59188,0.068355
0.22738,0.33344,0.61813,0.27325
0.19333,0.36873,0.47609,0.2154
0.17669,0.45855,0.38262,0.21243
0.25101,0.89883,0.43487,0.32023
0.35589,1.5814,0.48568,0.49663
0.44091,2.3962,0.4971,0.72131
0.44784,2.4166,0.46355,0.753
0.43089,2.0106,0.42301,0.6927
0.42088,1.5472,0.39152,0.63502
0.41393,1.1516,0.36426,0.56345
0.40778,0.83373,0.34176,0.47498
0.3951,0.60074,0.3216,0.38581
0.37462,0.52441,0.30353,0.30878
0.34697,0.52027,0.28617,0.25221
0.31134,0.51581,0.26834,0.2144
0.27502,0.506,0.24897,0.19065
0.24062,0.49167,0.22988,0.17931
0.21093,0.47502,0.21176,0.17344
0.18663,0.46116,0.19461,0.17454
0.16578,0.44506,0.17812,0.18045
0.14724,0.42953,0.1641,0.18982
0.13013,0.41545,0.15013,0.19802
0.11372,0.40343,0.13582,0.20443
0.09815,0.39691,0.12311,0.20309
0.084938,0.38634,0.11114,0.19698
0.074903,0.37184,0.10005,0.18834
0.06871,0.35667,0.091344,0.18027
0.065089,0.33868,0.083222,0.17504
0.063679,0.32243,0.075867,0.17233
0.063007,0.30768,0.06924,0.17491
0.061716,0.29616,0.063389,0.17757
0.059805,0.28301,0.057869,0.18086
0.055807,0.27913,0.052495,0.18464
0.050253,0.27209,0.047832,0.18385
0.043883,0.26555,0.044126,0.18134
0.037579,0.2601,0.040964,0.17835
0.031858,0.25617,0.038971,0.17296
0.026812,0.25228,0.038094,0.16664
0.023364,0.24975,0.037757,0.1577
0.020568,0.24917,0.038417,0.14321
0.018923,0.24979,0.039413,0.12447
0.018573,0.24472,0.0404,0.10402
0.019097,0.23816,0.04098,0.084831
0.020711,0.2341,0.04133,0.069796
0.023881,0.23591,0.041614,0.060778
0.028581,0.24155,0.042122,0.057102
0.034669,0.24759,0.043043,0.059619
0.042648,0.25877,0.045186,0.068018
0.051566,0.26633,0.047413,0.083939
0.061004,0.27269,0.049971,0.10574
0.069605,0.27995,0.053478,0.1314
0.077378,0.28574,0.056376,0.15296
0.081648,0.29125,0.059628,0.16358
0.082193,0.29738,0.063299,0.16108
0.080902,0.30015,0.068642,0.14931
0.07674,0.3049,0.074474,0.1366
0.071771,0.31083,0.081142,0.12733
0.069248,0.3162,0.087569,0.12207
0.06856,0.32511,0.092319,0.1195
0.069458,0.33595,0.094888,0.11819
0.075464,0.34811,0.096054,0.11629
0.084059,0.35449,0.096282,0.11386
0.096778,0.36245,0.096213,0.11263
0.11353,0.37856,0.097529,0.11295
0.13493,0.37712,0.10084,0.1153
0.1574,0.37018,0.10868,0.12258
0.18003,0.34664,0.12401,0.13623
0.20151,0.34207,0.14313,0.12207
0.19313,0.29727,0.13991,0.055163
0.11371,0.2143,0.13655,0.022883
0.029306,0.1277,0.082426,0.011417
0.018597,0.12956,0.054879,0.0088657
0.012194,0.1417,0.035508,0.0081607
0.0090729,0.070337,0.017992,0.0026599
0.0081255,0.050359,0.014241,0.0017006
0.0084466,0.053585,0.016834,0.0020292
0.0090723,0.058951,0.020774,0.0026249
0.010304,0.052198,0.027053,0.0035543
0.0040382,0.031101,0.018815,0.0015999
0.0037072,0.030315,0.021062,0.0014961
0.0041648,0.033144,0.025472,0.0016082
0.004784,0.035972,0.030107,0.0017404
0.0058564,0.040846,0.035326,0.0019221
0.0074563,0.045888,0.040713,0.0022795
0.0048011,0.032517,0.026539,0.0011249
0.0052867,0.032601,0.026676,0.0011172
0.0061325,0.03378,0.027794,0.0012408
0.0069399,0.033576,0.027877,0.001361
0.0064692,0.024774,0.021345,0.0014457
0.0059636,0.018193,0.016005,0.001486
0.0054124,0.013276,0.011809,0.0014544
0.004848,0.0095402,0.008592,0.0013751
0.0042712,0.0067535,0.0061692,0.0012604
0.0039964,0.0053204,0.0049106,0.0011335
0.0041936,0.005229,0.0048197,0.0010095
0.0043693,0.00512,0.0047544,0.00089644
0.0045706,0.0050141,0.0047112,0.00079555
0.0047863,0.0048816,0.0046963,0.00070091
0.0049926,0.004727,0.0047118,0.00061801
0.0052381,0.0046329,0.0047685,0.00055058
0.0055034,0.0046131,0.0048795,0.00049148
0.0004001,0.00017905,0.00093551,1.15E-05
0.000402,0.00018021,0.00092896,1.21E-05
0.00040753,0.0001824,0.00093535,1.32E-05
0.00042305,0.00018609,0.00095884,1.47E-05
0.00043665,0.00019232,0.00099878,1.65E-05
0.00045022,0.0001933,0.0010529,1.86E-05
0.00045918,0.00019529,0.0011172,2.10E-05
0.00046543,0.00020436,0.0011768,2.45E-05
0.00046722,0.00021603,0.0012337,2.80E-05
0.00046811,0.00022785,0.0012816,3.20E-05
0.00047322,0.0002398,0.0013215,3.53E-05
0.00047495,0.00024483,0.0013548,3.80E-05
0.00048783,0.00025106,0.0014017,3.96E-05
0.00058041,0.00034583,0.0014995,6.48E-05
0.00070721,0.00048846,0.0016148,0.0001046
0.00092847,0.00079217,0.0019249,0.00018697
0.018374,0.015852,0.047114,0.0018527
0.040309,0.03873,0.10354,0.0042966
0.033213,0.035627,0.079655,0.0047577
0.030492,0.031824,0.073328,0.0044985
0.029149,0.028689,0.069805,0.0043263
0.030921,0.028578,0.07458,0.0045685
0.13669,0.097827,0.3631,0.022203
0.41552,0.23976,1.1701,0.067777
0.30321,0.16451,0.84514,0.043366
0.26038,0.1325,0.70167,0.034108
0.22121,0.098968,0.55847,0.030542
0.22098,0.16414,0.51663,0.07976
0.22845,0.30074,0.49292,0.23189
0.1891,0.26365,0.3586,0.15878
0.16802,0.26873,0.28011,0.14556
0.22918,0.53088,0.31136,0.2248
0.30652,0.94834,0.35475,0.33846
0.39818,1.7506,0.37952,0.57973
0.51779,2.7369,0.40703,0.8836
0.49787,2.42,0.36766,0.79965
0.48255,2.0813,0.33258,0.70597
0.46632,1.5501,0.30648,0.59972
0.44781,1.1457,0.28168,0.50009
0.42084,0.83318,0.26264,0.40954
0.38837,0.60274,0.24547,0.34117
0.34894,0.54715,0.23065,0.29296
0.30799,0.51349,0.2158,0.25785
0.26628,0.49539,0.20143,0.23512
0.22998,0.47692,0.18831,0.21403
0.19976,0.4616,0.17693,0.20422
0.17556,0.44568,0.16672,0.19529
0.15691,0.43518,0.15748,0.19765
0.13939,0.41977,0.14797,0.20251
0.12358,0.41171,0.13745,0.2095
0.10876,0.40289,0.12771,0.21277
0.095923,0.38929,0.11783,0.21329
0.085586,0.37588,0.10855,0.20962
0.079066,0.36295,0.10125,0.20125
0.07422,0.34982,0.093794,0.19714
0.072442,0.3378,0.088164,0.19407
0.071302,0.32817,0.081859,0.19486
0.069297,0.31401,0.075156,0.1971
0.065681,0.30439,0.068099,0.20445
0.060591,0.29646,0.060546,0.20764
0.054121,0.28723,0.053765,0.20838
0.047026,0.27948,0.048072,0.20573
0.040847,0.2721,0.043431,0.19954
0.035457,0.2668,0.040062,0.18809
0.030934,0.26472,0.038627,0.17638
0.028449,0.26368,0.037901,0.16143
0.026688,0.2606,0.038171,0.14138
0.025704,0.25568,0.038471,0.12198
0.026043,0.249,0.039501,0.10075
0.027103,0.24303,0.039819,0.082803
0.029205,0.24143,0.040073,0.06943
0.032486,0.24695,0.040898,0.06168
0.037608,0.25225,0.042214,0.058884
0.043876,0.26331,0.043978,0.062671
0.051308,0.27513,0.047645,0.070919
0.059135,0.28521,0.052808,0.085765
0.067578,0.29443,0.058248,0.10555
0.073426,0.30126,0.064978,0.12639
0.078761,0.30788,0.070859,0.14486
0.082038,0.31744,0.0775,0.15386
0.081115,0.32475,0.083091,0.15423
0.078737,0.33026,0.089935,0.14696
0.074154,0.33642,0.096775,0.14043
0.070388,0.34246,0.1028,0.13534
0.067725,0.34942,0.108,0.13189
0.067466,0.35817,0.11083,0.13006
0.0702,0.36437,0.1116,0.12523
0.076524,0.36984,0.11075,0.1196
0.086745,0.36021,0.10977,0.11237
0.103,0.34393,0.10887,0.10846
0.12258,0.33044,0.10989,0.10678
0.1531,0.32501,0.1209,0.11899
0.1911,0.34211,0.14217,0.1395
0.18333,0.31163,0.1253,0.065675
0.13578,0.25784,0.075762,0.025251
0.047497,0.17739,0.04218,0.01447
0.011761,0.11497,0.021833,0.0074137
0.01033,0.12107,0.022918,0.0066192
0.011107,0.14242,0.029833,0.0072166
0.0089462,0.086199,0.018021,0.0027121
0.0076749,0.054019,0.012194,0.0012188
0.0082207,0.055148,0.014186,0.0013657
0.008785,0.062861,0.017238,0.0017172
0.0099705,0.060233,0.022299,0.0023647
0.0063213,0.043711,0.020777,0.0017342
0.0038287,0.033965,0.018966,0.0011425
0.0042152,0.037202,0.023854,0.001268
0.0048808,0.041354,0.029759,0.0014006
0.0057624,0.045884,0.036033,0.0015399
0.0059707,0.039847,0.034112,0.0017126
0.0048169,0.02743,0.024529,0.0014315
0.002822,0.014709,0.013024,0.0008142
0.0026371,0.010604,0.01,0.00085112
0.0024818,0.0075909,0.0075376,0.00092253
0.0023547,0.0053734,0.0056255,0.0010183
0.0026483,0.0052689,0.0055748,0.0011143
0.0029612,0.0051937,0.0054625,0.0011917
0.0032502,0.0051587,0.0053102,0.0012176
0.0035367,0.0051071,0.0051378,0.0011887
0.0037763,0.0050404,0.004975,0.0011168
0.0040392,0.0049802,0.0048664,0.0010218
0.004275,0.0049385,0.0047894,0.00091885
0.004533,0.0049001,0.0047315,0.00082095
0.0048123,0.0048575,0.0046961,0.00073116
0.0050848,0.0048028,0.004676,0.00065029
0.0053909,0.0047221,0.0046782,0.00057625
0.0057031,0.0046374,0.0047296,0.00051849
0.0060206,0.0045861,0.0048237,0.00046526
0.00039701,0.00016835,0.00088167,8.64E-06
0.00040019,0.00017408,0.00088501,9.15E-06
0.00040878,0.00017911,0.00090232,9.93E-06
0.00042334,0.00018597,0.00093038,1.11E-05
0.00044024,0.00019438,0.00097411,1.25E-05
0.00045511,0.00019649,0.0010231,1.44E-05
0.00046432,0.00020242,0.0010784,1.68E-05
0.00046863,0.00021391,0.0011257,2.01E-05
0.00047129,0.00022398,0.0011643,2.36E-05
0.00047051,0.00023456,0.0011938,2.72E-05
0.00047336,0.00023893,0.0012228,3.10E-05
0.00047523,0.00024376,0.0012561,3.36E-05
0.00048427,0.00024962,0.0012978,3.59E-05
0.00049921,0.00026331,0.001354,3.84E-05
0.00052385,0.00028532,0.0014169,4.13E-05
0.00057927,0.0003394,0.0015697,4.77E-05
0.0032175,0.0019809,0.0099343,0.00017866
0.031057,0.019681,0.11062,0.0010653
0.020449,0.014106,0.070871,0.00089227
0.020383,0.01528,0.065892,0.0011591
0.021076,0.016472,0.063041,0.0015238
0.023628,0.018355,0.064159,0.0020265
0.028813,0.022875,0.072751,0.0030864
0.34888,0.20526,0.93075,0.054384
0.3768,0.20365,0.96977,0.056642
0.30748,0.15445,0.753,0.040618
0.26363,0.11738,0.59897,0.032133
0.22367,0.097939,0.45776,0.02964
0.23217,0.1893,0.432,0.10155
0.22696,0.29207,0.37827,0.21262
0.18765,0.25636,0.27262,0.1527
0.16868,0.25162,0.21573,0.14374
0.20777,0.34933,0.22441,0.17916
0.30187,0.64145,0.27462,0.27827
0.33139,0.91015,0.27005,0.36163
0.45357,1.8626,0.30521,0.64359
0.5564,2.7178,0.31892,0.8631
0.53084,2.3985,0.28721,0.73694
0.50119,2.0556,0.25761,0.62188
0.47096,1.5567,0.23699,0.52741
0.43659,1.1541,0.2201,0.45705
0.39331,0.83424,0.20475,0.4038
0.34625,0.63235,0.1926,0.35983
0.29853,0.55559,0.18108,0.32133
0.25294,0.48805,0.17115,0.28572
0.21479,0.46291,0.16326,0.25656
0.18546,0.45657,0.15645,0.23397
0.16254,0.44623,0.15009,0.22139
0.14452,0.43596,0.14435,0.2198
0.13022,0.42707,0.13761,0.22283
0.11759,0.41456,0.13023,0.22538
0.10582,0.40241,0.12209,0.22852
0.09596,0.39243,0.1148,0.22538
0.08824,0.37797,0.10845,0.21696
0.082113,0.36852,0.10197,0.20937
0.078255,0.35841,0.096897,0.20424
0.075379,0.34791,0.091015,0.20215
0.072395,0.33372,0.083185,0.20407
0.068069,0.32617,0.075091,0.20911
0.063349,0.31373,0.066023,0.21236
0.056912,0.30346,0.0572,0.21355
0.050777,0.29591,0.050192,0.21013
0.045602,0.28971,0.044906,0.20235
0.041494,0.28434,0.041444,0.18758
0.038297,0.28113,0.039328,0.17113
0.036547,0.28097,0.038577,0.15316
0.035761,0.27732,0.038976,0.13339
0.035515,0.26973,0.039332,0.11552
0.036164,0.26152,0.040507,0.099163
0.036933,0.2555,0.04175,0.086108
0.038606,0.25496,0.042491,0.075763
0.041048,0.26174,0.044349,0.071022
0.044625,0.27124,0.046885,0.069382
0.049357,0.28807,0.050917,0.072422
0.053815,0.30006,0.056557,0.080196
0.058119,0.30952,0.064633,0.092126
0.062282,0.31846,0.073792,0.10727
0.064951,0.32725,0.083546,0.12265
0.067155,0.33736,0.093062,0.13578
0.068512,0.34805,0.10222,0.14326
0.067628,0.35842,0.10892,0.14606
0.066098,0.36798,0.1153,0.14728
0.063797,0.37443,0.12088,0.14713
0.062255,0.37554,0.12414,0.14949
0.061466,0.37984,0.12657,0.15019
0.063175,0.37825,0.12699,0.14757
0.068382,0.35711,0.12645,0.14282
0.076392,0.33536,0.12523,0.1327
0.090093,0.32773,0.1267,0.1224
0.11453,0.33261,0.13776,0.12189
0.14716,0.3354,0.15221,0.12894
0.13012,0.31221,0.10535,0.067392
0.084156,0.26131,0.044137,0.022939
0.064314,0.23818,0.023426,0.015039
0.020144,0.15353,0.015217,0.0089267
0.0094936,0.11863,0.016039,0.0066468
0.0096549,0.1274,0.020039,0.0065254
0.010391,0.15061,0.025699,0.006981
0.0092693,0.10846,0.01864,0.0032143
0.0078305,0.063963,0.011065,0.0010492
0.0087455,0.065682,0.013004,0.0010508
0.0098504,0.072313,0.015799,0.0012022
0.011232,0.078005,0.019959,0.0015461
0.010203,0.057771,0.02087,0.0018185
0.0032732,0.025515,0.010866,0.00080408
0.0027855,0.019495,0.010099,0.00091419
0.0024596,0.015055,0.0094356,0.0010262
0.0022278,0.011459,0.0086231,0.0011548
0.0020684,0.0088161,0.0076215,0.0012665
0.0023108,0.0084811,0.0081438,0.0014539
0.0015833,0.0060166,0.005683,0.00086056
0.001339,0.004877,0.004663,0.00063159
0.0015017,0.0047927,0.0047914,0.00065306
0.0017097,0.0047792,0.0049012,0.00070812
0.0019442,0.0047331,0.0049685,0.00078875
0.002217,0.0047102,0.0050061,0.00088358
0.002518,0.004725,0.0049951,0.00097278
0.0028086,0.0047844,0.0049336,0.0010283
0.0031102,0.0048247,0.00484,0.0010348
0.0033767,0.0048519,0.0047317,0.00099851
0.0036557,0.0048832,0.0046594,0.00092329
0.0039164,0.0048669,0.0046012,0.00083136
0.0042148,0.0048579,0.0045742,0.00074482
0.0045488,0.0048271,0.0045737,0.0006622
0.0048724,0.0047737,0.0045616,0.00058972
0.0052233,0.0047224,0.0045794,0.00052353
0.0056002,0.0046508,0.00462,0.00046736
0.0059456,0.0045741,0.0046979,0.00042034
0.00036114,0.0001681,0.00084681,6.40E-06
0.00036498,0.00017594,0.00085574,6.90E-06
0.00037554,0.00018528,0.00087241,7.67E-06
0.0003889,0.00019665,0.0009028,8.74E-06
0.00040468,0.00020292,0.00093858,1.03E-05
0.00041631,0.00020747,0.00098058,1.24E-05
0.00042304,0.00021747,0.0010204,1.51E-05
0.00042761,0.00022964,0.0010549,1.89E-05
0.00042731,0.00023987,0.0010825,2.33E-05
0.00042403,0.00024921,0.0011057,2.77E-05
0.0004248,0.00025422,0.0011359,3.18E-05
0.00042584,0.00026306,0.001169,3.50E-05
0.00042921,0.00027035,0.0012162,3.71E-05
0.00044486,0.00028547,0.0012794,3.89E-05
0.0004661,0.00030807,0.0013394,4.12E-05
0.00049702,0.00033646,0.0014095,4.35E-05
0.00058084,0.00042283,0.0016693,5.16E-05
0.027723,0.018392,0.10125,0.00089525
0.0204,0.014217,0.074776,0.00072473
0.017228,0.011958,0.063761,0.00062468
0.016129,0.010483,0.059181,0.00057819
0.016138,0.0092297,0.057334,0.00054709
0.017621,0.00879,0.060674,0.0005821
0.06101,0.024832,0.20827,0.0027752
0.33131,0.11773,1.083,0.022985
0.26072,0.091036,0.75725,0.017805
0.24545,0.088919,0.61942,0.018187
0.22459,0.07611,0.47525,0.019709
0.2032,0.087556,0.3563,0.024423
0.23602,0.23154,0.35496,0.1433
0.2222,0.31121,0.29482,0.23064
0.18714,0.27379,0.21725,0.17433
0.1711,0.26349,0.17561,0.16212
0.19869,0.32727,0.17625,0.18447
0.29724,0.54647,0.22286,0.2596
0.30504,0.55461,0.21027,0.25197
0.36281,0.87029,0.21948,0.34489
0.495,1.8003,0.25031,0.59286
0.56115,2.5917,0.25801,0.75385
0.5268,2.3629,0.23542,0.67605
0.48611,1.9692,0.21485,0.60584
0.4399,1.5425,0.19673,0.55358
0.38693,1.1344,0.18391,0.50474
0.33107,0.80648,0.1719,0.4526
0.27643,0.64075,0.16078,0.39692
0.22894,0.57413,0.15497,0.3462
0.1926,0.5186,0.14987,0.30448
0.16497,0.46533,0.14528,0.27336
0.14536,0.45726,0.14093,0.25618
0.13136,0.44759,0.13576,0.24798
0.12044,0.4305,0.12966,0.24462
0.11023,0.41926,0.12245,0.24102
0.10114,0.40671,0.1162,0.23541
0.093124,0.39765,0.11081,0.22712
0.085645,0.39124,0.10506,0.21832
0.080041,0.38296,0.099943,0.20905
0.075995,0.37132,0.094293,0.20286
0.072433,0.36258,0.086588,0.20193
0.06841,0.35283,0.077845,0.20251
0.064291,0.33842,0.068497,0.20333
0.060335,0.32593,0.059667,0.20195
0.055593,0.31574,0.052257,0.19775
0.051724,0.30912,0.046956,0.18689
0.049069,0.30545,0.043968,0.17229
0.047178,0.30489,0.042434,0.15603
0.046617,0.30214,0.042679,0.13871
0.046886,0.29852,0.044059,0.12377
0.047028,0.29104,0.045326,0.11116
0.046861,0.28278,0.047207,0.10106
0.046231,0.27773,0.049344,0.093394
0.046077,0.28032,0.050993,0.089208
0.045805,0.28446,0.053708,0.086428
0.04604,0.29656,0.057752,0.086173
0.047102,0.31189,0.063676,0.089158
0.047398,0.32679,0.072011,0.093706
0.047669,0.33992,0.082958,0.1009
0.048396,0.35042,0.09608,0.111
0.048946,0.36238,0.10925,0.12084
0.049325,0.37783,0.12192,0.12982
0.050175,0.39283,0.13251,0.13842
0.050809,0.39595,0.13921,0.14603
0.050876,0.39862,0.14362,0.15515
0.051979,0.40207,0.14525,0.16451
0.05438,0.37585,0.14536,0.17591
0.05718,0.35214,0.14458,0.1829
0.06196,0.33594,0.14473,0.18341
0.073893,0.35589,0.15356,0.18072
0.089948,0.36382,0.16425,0.17324
0.10433,0.35898,0.16254,0.16454
0.075901,0.32257,0.080018,0.087925
0.045971,0.27688,0.030154,0.026116
0.034991,0.24791,0.015087,0.012025
0.039386,0.23883,0.017002,0.01133
0.0141,0.15397,0.015594,0.0071828
0.0088719,0.13377,0.017037,0.0060256
0.0096704,0.14628,0.020815,0.0061932
0.010812,0.17293,0.026054,0.0067698
0.010022,0.14001,0.020926,0.004009
0.0065214,0.055438,0.0076676,0.0010189
0.0059194,0.041352,0.0063717,0.00091923
0.0054905,0.031762,0.0054182,0.00092143
0.005126,0.02614,0.0047656,0.0010534
0.0050044,0.016724,0.0045,0.0014086
0.0021348,0.008104,0.002702,0.00083002
0.0013416,0.0062828,0.0024954,0.00063655
0.0013748,0.0065987,0.0031817,0.00074684
0.0014474,0.0069529,0.0040613,0.00086534
0.0015654,0.007267,0.0050692,0.00099389
0.0017391,0.0078029,0.0060899,0.0011396
0.0019259,0.0079845,0.0068643,0.0012401
0.0010004,0.0047313,0.0038312,0.00053153
0.001076,0.0045866,0.0039873,0.00052026
0.0011947,0.0045277,0.0041379,0.00052758
0.0013438,0.0044574,0.0042533,0.00055361
0.0015205,0.0043878,0.0043281,0.00061081
0.001735,0.0043549,0.0043845,0.00068782
0.001985,0.0043647,0.0044287,0.00077479
0.0022446,0.0044306,0.0044344,0.00085442
0.0024998,0.0045076,0.0043933,0.00089501
0.0027566,0.0045788,0.0043534,0.0008862
0.0030001,0.0046545,0.0043319,0.00084398
0.00325,0.0046728,0.0043094,0.00077513
0.0035386,0.004704,0.0043214,0.00069675
0.003875,0.0047314,0.0043646,0.00061906
0.004219,0.0047116,0.0043823,0.00054456
0.0045834,0.0046797,0.0044258,0.00048144
0.004961,0.004646,0.0045019,0.00042789
0.0053062,0.0045904,0.0045852,0.00038362
0.00029766,0.00017849,0.00082976,4.99E-06
0.00030258,0.00018894,0.00083705,5.59E-06
0.00031281,0.00020259,0.00085259,6.56E-06
0.00032495,0.00021326,0.00087774,7.82E-06
0.00033678,0.00021849,0.00090938,9.85E-06
0.00034691,0.00022622,0.00094763,1.25E-05
0.00034893,0.00023866,0.00097613,1.61E-05
0.0003511,0.00025129,0.0010065,2.08E-05
0.00034862,0.00026345,0.0010294,2.57E-05
0.00034601,0.00027099,0.0010534,3.04E-05
0.00034312,0.00027975,0.0010883,3.42E-05
0.00034476,0.0002895,0.001135,3.70E-05
0.00034991,0.00029818,0.0011866,3.85E-05
0.00036624,0.0003176,0.0012531,4.01E-05
0.000388,0.00033934,0.0013142,4.04E-05
0.00041479,0.00035849,0.0013715,4.10E-05
0.00047411,0.00041953,0.0015599,4.43E-05
0.0074634,0.005746,0.028216,0.0003123
0.022846,0.017053,0.090796,0.00071623
0.016427,0.012285,0.065274,0.00053644
0.01533,0.010483,0.060042,0.00048513
0.015146,0.0089766,0.057354,0.00046222
0.015945,0.0077775,0.056354,0.00045898
0.018637,0.0080218,0.062425,0.00055901
0.17454,0.060015,0.5739,0.0092333
0.28153,0.085728,0.87245,0.015342
0.22545,0.064097,0.6342,0.010733
0.19391,0.051087,0.48719,0.0088016
0.16114,0.040338,0.35525,0.0077937
0.13553,0.043835,0.26174,0.0083834
0.1635,0.13971,0.27283,0.077238
0.15901,0.18592,0.22168,0.11431
0.1499,0.19381,0.1738,0.11045
0.15352,0.21891,0.14897,0.12573
0.18294,0.28442,0.14835,0.15928
0.29266,0.51076,0.19335,0.25165
0.32394,0.57524,0.19845,0.2587
0.31416,0.55083,0.18421,0.23801
0.38406,0.85464,0.1967,0.34101
0.50744,1.7639,0.22617,0.61045
0.51357,2.1589,0.22283,0.7168
0.48062,2.3191,0.21023,0.75663
0.42313,1.8539,0.19184,0.70085
0.35889,1.4509,0.17562,0.63596
0.29586,1.1098,0.16255,0.55711
0.24029,0.81184,0.15383,0.48046
0.19526,0.70416,0.14742,0.41075
0.16333,0.63695,0.14292,0.3566
0.14136,0.57222,0.13834,0.3165
0.12633,0.50432,0.13292,0.28827
0.11643,0.45541,0.1272,0.27074
0.10834,0.44316,0.12022,0.25783
0.099896,0.43192,0.11428,0.24737
0.091442,0.42663,0.10925,0.2363
0.085118,0.42328,0.10378,0.2246
0.079143,0.41633,0.099051,0.21198
0.074404,0.40656,0.09325,0.20223
0.07166,0.39643,0.086433,0.19545
0.069548,0.38369,0.079132,0.19076
0.066448,0.37128,0.071276,0.18857
0.06421,0.35811,0.064039,0.18523
0.061289,0.34959,0.058027,0.17798
0.058543,0.3425,0.053534,0.1671
0.056181,0.33901,0.051745,0.15378
0.054876,0.3369,0.051433,0.13925
0.054384,0.33319,0.052725,0.12649
0.053427,0.32864,0.055242,0.11671
0.053144,0.32052,0.057955,0.1093
0.051702,0.31036,0.060276,0.10569
0.049104,0.30666,0.062823,0.1037
0.046333,0.30812,0.065695,0.10444
0.043439,0.31551,0.069037,0.10436
0.0405,0.33126,0.074805,0.10541
0.038254,0.34907,0.082638,0.10692
0.036508,0.36718,0.094414,0.10833
0.034801,0.38374,0.10821,0.11107
0.034361,0.39785,0.12516,0.1148
0.034274,0.40631,0.14179,0.12043
0.034919,0.41463,0.15609,0.12959
0.036048,0.42149,0.16663,0.13988
0.038493,0.40278,0.17246,0.1563
0.042116,0.38021,0.17346,0.17546
0.046648,0.35832,0.17159,0.19807
0.055045,0.36897,0.178,0.22215
0.066488,0.392,0.18729,0.24391
0.079631,0.41283,0.19827,0.25671
0.065692,0.39065,0.12304,0.22555
0.049206,0.3631,0.06527,0.15861
0.0283,0.31198,0.023498,0.047599
0.025844,0.2966,0.017372,0.017585
0.032179,0.30425,0.019365,0.01458
0.028214,0.26747,0.020532,0.011248
0.0083977,0.13765,0.014844,0.006616
0.0055377,0.096315,0.01232,0.005735
0.0050764,0.077776,0.010853,0.0058333
0.0047342,0.066434,0.0097363,0.0063451
0.0039216,0.046177,0.0065062,0.0048537
0.0022708,0.014148,0.0016118,0.0010722
0.00238,0.013702,0.0016268,0.00089012
0.0026048,0.013669,0.0018015,0.0008518
0.0028992,0.014231,0.0020996,0.00088719
0.003353,0.013858,0.00261,0.0010658
0.0027213,0.0098884,0.0026418,0.00097983
0.00107,0.0057028,0.0017322,0.00047137
0.0011007,0.0060375,0.0021979,0.00055187
0.0011532,0.0065075,0.0028494,0.00066007
0.0012229,0.0069417,0.0036549,0.00078838
0.0013174,0.0074577,0.0045865,0.00090801
0.0014831,0.0080814,0.0055657,0.0010612
0.0012015,0.006792,0.004859,0.00081981
0.00078448,0.0048267,0.0034202,0.00046575
0.00082897,0.0046928,0.0035737,0.00044964
0.00090885,0.0045982,0.0037157,0.00044496
0.0010057,0.0044666,0.0037942,0.00045211
0.0011272,0.0043232,0.0038408,0.00047965
0.0012895,0.004236,0.0038917,0.0005351
0.0014678,0.0041558,0.0039227,0.0006093
0.0016673,0.0041317,0.0039473,0.00068673
0.001876,0.0042119,0.0039519,0.00075215
0.0020846,0.0043015,0.0039532,0.00078756
0.0022773,0.0043727,0.0039505,0.00077545
0.002498,0.0044357,0.0039685,0.00073405
0.0027331,0.0045054,0.0040101,0.00066751
0.0030184,0.0045748,0.0040762,0.00059566
0.0033325,0.0045983,0.0041508,0.00052589
0.0036807,0.0046083,0.0042359,0.00046142
0.004037,0.0045979,0.0043375,0.00040401
0.0043724,0.0045549,0.0044418,0.0003591
0.00023157,0.00019996,0.00081513,4.42E-06
0.00023716,0.00021344,0.00082055,5.21E-06
0.00024568,0.00022814,0.00083281,6.58E-06
0.00025514,0.00023731,0.00085573,8.37E-06
0.0002627,0.00024199,0.00088673,1.09E-05
0.00027056,0.00025435,0.0009178,1.46E-05
0.00027075,0.0002707,0.00094801,1.92E-05
0.00027261,0.00028305,0.00098063,2.44E-05
0.00026875,0.00029611,0.0010117,2.97E-05
0.00026622,0.00030475,0.0010456,3.43E-05
0.00026378,0.00031609,0.0010897,3.68E-05
0.00026852,0.00032415,0.0011464,3.86E-05
0.00027855,0.00033566,0.0012095,3.90E-05
0.00029546,0.00035573,0.0012781,3.89E-05
0.00032032,0.00036826,0.0013376,3.80E-05
