Fe,mass,Pd,Pt
4.6631,1.7825,9.3249,0.52087
4.3381,1.7509,9.2777,0.50936
4.0649,1.7417,9.2558,0.48446
3.8462,1.7323,9.2276,0.45067
3.7154,1.7228,9.1255,0.41482
3.647,1.7202,8.9431,0.38241
3.6037,1.6977,8.7209,0.35482
3.56,1.6962,8.4617,0.33458
3.4969,1.6859,8.2385,0.31626
3.3952,1.6612,8.0751,0.3047
3.2689,1.6441,7.9621,0.29913
3.1323,1.6251,7.848,0.2976
3.0014,1.5998,7.7373,0.31023
2.8812,1.5597,7.5619,0.32752
2.763,1.4946,7.2979,0.35653
2.6637,1.409,6.9405,0.38753
2.5553,1.3111,6.4607,0.41999
2.4262,1.2008,5.9012,0.45077
2.285,1.0763,5.2738,0.47754
2.1316,0.97814,4.6605,0.5003
1.96,0.89744,4.0701,0.51429
1.7929,0.82541,3.5405,0.51727
1.6216,0.77657,3.0851,0.50484
1.4627,0.73229,2.7112,0.48468
1.3067,0.69809,2.4127,0.45302
1.173,0.66785,2.185,0.41569
1.0649,0.64635,2.0238,0.37488
0.98289,0.62981,1.904,0.33712
0.93405,0.61301,1.8254,0.30152
0.90961,0.5904,1.7689,0.27313
0.90119,0.57326,1.7328,0.24808
0.90289,0.56283,1.7131,0.2282
0.90377,0.56244,1.7083,0.21003
0.89778,0.55703,1.7222,0.19628
0.87731,0.55748,1.7438,0.18904
0.84354,0.55832,1.7733,0.18594
0.79737,0.55711,1.7936,0.19032
0.74339,0.56114,1.8081,0.19743
0.69412,0.56301,1.8109,0.20943
0.6529,0.55752,1.8099,0.22162
0.63189,0.55996,1.8066,0.2328
0.62344,0.5652,1.8068,0.24339
0.62856,0.57315,1.8044,0.25637
0.64323,0.58866,1.8062,0.27363
0.65742,0.61262,1.807,0.29889
0.68087,0.63872,1.8202,0.33981
0.70287,0.67305,1.8426,0.39126
0.74094,0.71416,1.868,0.46247
0.7915,0.746,1.905,0.54022
0.86275,0.76114,1.9544,0.6187
0.96703,0.78795,2.0373,0.68672
1.0967,0.84946,2.1789,0.7366
1.2575,0.92252,2.4183,0.76172
1.4375,1.0072,2.8002,0.76834
1.6442,1.0797,3.4211,0.76043
0.54528,0.71161,1.6267,0.41323
0.55319,0.66965,1.7792,0.45168
0.54486,0.63551,1.909,0.48962
0.52607,0.59882,1.9925,0.51653
0.50445,0.573,2.0372,0.53086
0.48306,0.54844,2.0451,0.52735
0.46251,0.53443,2.0281,0.51293
0.45378,0.52603,2.0155,0.49605
0.46185,0.51803,2.0129,0.47948
0.48847,0.50894,2.0205,0.46309
0.53604,0.50144,2.0223,0.44472
0.60637,0.49986,2.0273,0.43029
0.69375,0.50735,2.0214,0.41411
0.79755,0.50687,2.0177,0.39774
0.91021,0.51537,2.0308,0.38711
1.0201,0.5263,2.0617,0.37625
1.122,0.53342,2.1248,0.36646
1.2042,0.53775,2.2011,0.35857
1.2617,0.55036,2.2792,0.35116
1.3091,0.56965,2.3635,0.34254
1.351,0.58287,2.4214,0.33858
1.3886,0.59455,2.4849,0.34163
1.4272,0.61098,2.5659,0.35142
1.4634,0.62724,2.6812,0.37323
1.4914,0.64587,2.8573,0.40186
1.5187,0.66276,3.0955,0.43733
1.5328,0.66913,3.3954,0.47447
1.5306,0.68005,3.724,0.50438
1.5058,0.69342,4.0711,0.52067
1.4754,0.71439,4.417,0.52393
1.4511,0.73324,4.7446,0.51788
1.4437,0.75519,5.0419,0.503
1.4862,0.77843,5.3305,0.48799
1.5782,0.8063,5.6256,0.47597
1.7332,0.84212,5.9646,0.46854
1.9308,0.89884,6.3504,0.46834
2.1632,0.97025,6.8012,0.47399
2.4073,1.0612,7.2868,0.48122
2.6452,1.1585,7.7502,0.48967
2.8808,1.2578,8.1502,0.49451
3.1075,1.3588,8.3995,0.49423
3.3502,1.4544,8.4962,0.49356
3.6152,1.5343,8.4487,0.49174
3.9033,1.5955,8.3783,0.48351
4.2003,1.6371,8.3441,0.47119
4.4978,1.6672,8.3729,0.45123
4.7965,1.6967,8.5165,0.42318
5.0789,1.7153,8.6901,0.39176
5.3517,1.7272,8.8888,0.36145
5.5791,1.7383,9.0728,0.33704
5.7492,1.7417,9.2212,0.32188
5.8601,1.733,9.3361,0.31716
5.9176,1.7206,9.4381,0.32477
5.943,1.7092,9.554,0.34269
5.9554,1.7098,9.6742,0.37178
5.9613,1.7272,9.8199,0.4056
5.9753,1.752,9.9934,0.43761
5.993,1.7669,10.183,0.46148
5.9925,1.7761,10.384,0.46789
5.9819,1.7941,10.597,0.45715
5.9481,1.8097,10.793,0.43573
5.92,1.828,10.967,0.41565
5.8993,1.8508,11.104,0.40213
5.8755,1.8571,11.141,0.39887
5.8582,1.8579,11.118,0.40063
5.8323,1.8537,10.993,0.40676
5.7872,1.8556,10.812,0.4161
5.7217,1.8529,10.583,0.42537
5.6166,1.8513,10.343,0.44124
5.4713,1.8371,10.104,0.46274
5.2823,1.8318,9.8599,0.48658
5.0188,1.8238,9.6584,0.51192
4.7199,1.8035,9.516,0.53414
4.3949,1.7769,9.4294,0.55059
4.0915,1.7569,9.3993,0.55517
3.842,1.7454,9.3765,0.54822
3.648,1.7254,9.3091,0.52972
3.5272,1.7123,9.1699,0.50125
3.4779,1.6902,8.9444,0.46834
3.4559,1.6729,8.6574,0.43719
3.4381,1.6728,8.3749,0.40878
3.4157,1.6559,8.1255,0.38304
3.3474,1.6483,7.9388,0.36337
3.2491,1.6462,7.7917,0.34676
3.1322,1.6329,7.6389,0.33487
3.0171,1.5961,7.478,0.33371
2.9089,1.5584,7.2502,0.34099
2.8161,1.4839,6.9496,0.35891
2.7354,1.3925,6.5648,0.38332
2.6363,1.2877,6.0847,0.41066
2.517,1.1645,5.5399,0.43757
2.3721,1.0508,4.9594,0.46368
2.2007,0.96156,4.3806,0.48513
2.0073,0.87382,3.8473,0.50443
1.8172,0.81065,3.3721,0.51765
1.6378,0.76368,2.9716,0.51549
1.471,0.72584,2.6335,0.50316
1.3233,0.69335,2.3552,0.47658
1.1966,0.66708,2.1367,0.44361
1.0899,0.64404,1.9648,0.3991
1.0095,0.62508,1.8378,0.35506
0.95912,0.60119,1.747,0.31484
0.93234,0.58179,1.6848,0.27607
0.92352,0.57089,1.6474,0.24652
0.92676,0.56689,1.6314,0.22208
0.93295,0.56197,1.6347,0.20159
0.93637,0.55704,1.6601,0.18589
0.93192,0.55752,1.6957,0.17745
0.90798,0.55338,1.7349,0.1738
0.86847,0.55258,1.7704,0.17675
0.81533,0.5543,1.789,0.18689
0.7595,0.55206,1.8005,0.19842
0.71014,0.54817,1.8063,0.21054
0.67518,0.54975,1.8117,0.22237
0.65389,0.55386,1.8198,0.23202
0.64606,0.56524,1.8289,0.24251
0.6504,0.58278,1.8324,0.25607
0.65595,0.61018,1.8348,0.27897
0.6671,0.64123,1.8287,0.30901
0.68776,0.67298,1.8244,0.35391
0.71541,0.71271,1.8269,0.41368
0.76185,0.72911,1.8438,0.47987
0.82774,0.73537,1.8725,0.54812
0.92603,0.76971,1.929,0.6132
1.054,0.82362,2.0462,0.66702
1.2083,0.88956,2.256,0.70346
1.39,0.95141,2.6045,0.72406
1.5652,1.0148,3.1689,0.73366
0.49996,0.71633,1.5757,0.39038
0.50998,0.67571,1.7238,0.41548
0.5052,0.64049,1.8464,0.4418
0.4884,0.6072,1.9247,0.45847
0.47265,0.5825,1.977,0.46804
0.45561,0.55952,2.0073,0.47177
0.44036,0.55258,2.012,0.47391
0.43311,0.54196,2.0123,0.4732
0.44121,0.52987,2.029,0.4726
0.46278,0.52464,2.0471,0.46953
0.50363,0.51715,2.0595,0.46033
0.56564,0.52159,2.0743,0.4452
0.64711,0.52843,2.0827,0.42842
0.75127,0.53342,2.086,0.40836
0.8739,0.5457,2.1022,0.39298
1.01,0.5523,2.1446,0.38617
1.1367,0.55625,2.2124,0.38343
1.2493,0.56397,2.2945,0.38433
1.3371,0.57759,2.3872,0.3842
1.4104,0.59164,2.467,0.38554
1.4593,0.60458,2.5339,0.38601
1.5052,0.61342,2.6028,0.3901
1.5432,0.62287,2.6894,0.39822
1.5657,0.63689,2.8222,0.41053
1.5879,0.65359,3.0108,0.43233
1.598,0.66852,3.2659,0.46238
1.6007,0.67623,3.5572,0.49852
1.5833,0.69049,3.8954,0.53505
1.567,0.70925,4.2381,0.57173
1.5496,0.72745,4.58,0.59486
1.54,0.75124,4.9137,0.60361
1.577,0.77678,5.2422,0.603
1.6484,0.80358,5.5601,0.59183
1.7665,0.83905,5.8846,0.5763
1.9309,0.89003,6.2431,0.5605
2.139,0.95894,6.6443,0.54758
2.3692,1.0433,7.0925,0.53891
2.612,1.1465,7.578,0.53221
2.8499,1.2496,8.0382,0.52489
3.0799,1.3527,8.4093,0.51576
3.3181,1.4665,8.6363,0.50266
3.5604,1.5572,8.6979,0.49544
3.8234,1.6328,8.6637,0.48465
4.0973,1.6834,8.6066,0.47402
4.3885,1.7073,8.5922,0.45761
4.6709,1.7309,8.7027,0.43364
4.9398,1.7486,8.9015,0.40253
5.1942,1.7672,9.1488,0.36992
5.3888,1.7792,9.396,0.33956
5.5447,1.7823,9.6028,0.31595
5.6541,1.7768,9.7465,0.30457
5.7211,1.7624,9.8504,0.30399
5.7559,1.7376,9.9263,0.31584
5.7982,1.728,10.013,0.33925
5.8493,1.7305,10.104,0.36928
5.9068,1.747,10.218,0.40062
5.975,1.7646,10.344,0.42967
6.0443,1.7695,10.485,0.44618
6.0689,1.7784,10.616,0.4442
6.0739,1.7954,10.729,0.42645
6.0383,1.8125,10.851,0.40619
5.9761,1.8327,10.939,0.38618
5.928,1.8426,11.017,0.37692
5.878,1.8516,11.052,0.38125
5.8472,1.8532,11.023,0.39136
5.8062,1.8569,10.933,0.40787
5.7319,1.8558,10.778,0.42258
5.6314,1.8513,10.565,0.43496
5.488,1.8454,10.334,0.4465
5.2952,1.8314,10.103,0.46261
5.0538,1.8318,9.8962,0.47805
4.7776,1.8191,9.7387,0.49917
4.4781,1.7993,9.6339,0.52627
4.1821,1.7809,9.5853,0.55203
3.9109,1.7705,9.5549,0.57773
3.6916,1.7528,9.5187,0.59357
3.5242,1.7321,9.3922,0.59461
3.4177,1.715,9.1993,0.58208
3.3707,1.6816,8.9406,0.55979
3.3449,1.6638,8.6359,0.53572
3.351,1.6497,8.3464,0.50508
3.3383,1.6288,8.0936,0.47731
3.2966,1.6324,7.8942,0.45035
3.2263,1.6406,7.7102,0.42428
3.1394,1.6201,7.5295,0.40375
3.0441,1.5856,7.2975,0.389
2.9575,1.5344,7.0047,0.38524
2.8846,1.4563,6.6406,0.38996
2.8011,1.3681,6.2169,0.4077
2.7068,1.2564,5.7341,0.42393
2.5836,1.1259,5.1956,0.44225
2.4215,1.0206,4.6478,0.46012
2.2189,0.9304,4.1086,0.47593
2.0148,0.85118,3.6339,0.49182
1.8084,0.79318,3.2152,0.50277
1.6206,0.74922,2.8639,0.50822
1.4552,0.71359,2.5656,0.49802
1.3207,0.68047,2.3129,0.47829
1.2017,0.65981,2.1069,0.44364
1.1057,0.63972,1.9336,0.40217
1.0354,0.61372,1.7998,0.35467
0.97993,0.59168,1.6946,0.30834
0.94798,0.57524,1.6222,0.26655
0.93766,0.56947,1.5803,0.23317
0.93474,0.57005,1.5602,0.20559
0.94337,0.56096,1.569,0.18459
0.95278,0.56051,1.5947,0.17054
0.95487,0.5595,1.6341,0.16143
0.94059,0.55169,1.6771,0.15982
0.91061,0.54999,1.7202,0.16364
0.86482,0.54568,1.7526,0.17121
0.80859,0.53978,1.7743,0.18137
0.75842,0.54415,1.7875,0.19257
0.71379,0.54658,1.7982,0.20159
0.68183,0.55173,1.8125,0.20926
0.66267,0.56679,1.8283,0.22035
0.65122,0.58882,1.836,0.23232
0.6512,0.61378,1.8326,0.24919
0.65422,0.64083,1.8111,0.274
0.66975,0.67312,1.7991,0.30781
0.69559,0.70424,1.7882,0.34936
0.7386,0.70476,1.7748,0.40006
0.80579,0.70869,1.7868,0.4544
0.90005,0.74662,1.8336,0.51219
1.028,0.79284,1.9313,0.56985
1.1705,0.84843,2.1106,0.61774
1.3329,0.89656,2.4088,0.66162
1.5001,0.95618,2.895,0.69937
0.47619,0.71303,1.5087,0.36595
0.47934,0.6787,1.6297,0.37917
0.47808,0.64362,1.747,0.39329
0.46597,0.6145,1.8406,0.4062
0.45374,0.59098,1.9036,0.41582
0.44099,0.5806,1.9609,0.4265
0.43286,0.57456,1.9978,0.44258
0.42635,0.5629,2.0306,0.45809
0.43146,0.55626,2.0637,0.47276
0.44855,0.54774,2.0931,0.47655
0.4798,0.53753,2.1247,0.46884
0.52868,0.54483,2.1478,0.4521
0.5976,0.54241,2.1563,0.42931
0.69617,0.55858,2.168,0.40702
0.81789,0.56828,2.1868,0.39349
0.96179,0.57373,2.2293,0.3921
1.1095,0.57733,2.2907,0.39382
1.25,0.58976,2.3753,0.40691
1.3638,0.60519,2.464,0.41915
1.4611,0.61327,2.5543,0.4287
1.5361,0.61815,2.6344,0.43754
1.599,0.62373,2.7275,0.44168
1.6401,0.63189,2.8381,0.44566
1.6664,0.64319,2.9893,0.45135
1.6807,0.65444,3.1962,0.46485
1.6771,0.66748,3.459,0.487
1.6647,0.6841,3.7528,0.52433
1.6448,0.70376,4.078,0.5714
1.6377,0.72411,4.4305,0.62442
1.6427,0.7427,4.7771,0.66847
1.6768,0.77218,5.1265,0.70218
1.7449,0.79986,5.4823,0.713
1.8414,0.83588,5.8464,0.70776
1.9868,0.88133,6.2191,0.69171
2.1603,0.94969,6.6008,0.66736
2.3691,1.0281,7.0191,0.63955
2.5968,1.129,7.435,0.61283
2.8343,1.2382,7.8576,0.58912
3.0752,1.3443,8.2659,0.56036
3.3117,1.4535,8.572,0.54042
3.5565,1.5668,8.7861,0.51569
3.7991,1.6635,8.8647,0.49925
4.0633,1.7324,8.8693,0.48065
4.3274,1.7664,8.8481,0.4671
4.5988,1.7775,8.9031,0.4468
4.8601,1.7945,9.071,0.42125
5.1,1.8033,9.291,0.39036
5.2877,1.8256,9.6018,0.35764
5.4245,1.83,9.8407,0.3279
5.4893,1.8231,10.043,0.30544
5.5008,1.8037,10.157,0.2943
5.5114,1.7771,10.234,0.29544
5.5233,1.7551,10.292,0.3098
5.5818,1.7486,10.367,0.3312
5.6777,1.7592,10.467,0.35935
5.8064,1.7734,10.599,0.3843
5.9405,1.773,10.718,0.40111
6.0843,1.7764,10.81,0.40525
6.1775,1.7905,10.873,0.40053
6.2144,1.7991,10.883,0.38391
6.2053,1.8129,10.886,0.36664
6.1552,1.8297,10.857,0.35294
6.0732,1.8348,10.849,0.34996
6.004,1.8471,10.853,0.35482
5.944,1.8479,10.825,0.37428
5.8731,1.8554,10.772,0.39448
5.7693,1.8573,10.67,0.41135
5.6416,1.8593,10.526,0.42515
5.4431,1.8477,10.341,0.43058
5.1908,1.8396,10.149,0.43747
4.9243,1.8354,9.9803,0.44686
4.6239,1.8177,9.8534,0.46706
4.3189,1.7948,9.782,0.49577
4.0531,1.7842,9.7283,0.53469
3.8166,1.7723,9.6806,0.575
3.625,1.7606,9.5816,0.61334
3.4817,1.745,9.4162,0.6387
3.3762,1.7305,9.1837,0.6506
3.3274,1.6919,8.9034,0.64763
3.2931,1.6782,8.6023,0.63429
3.2899,1.6454,8.3238,0.61868
3.2739,1.638,8.1075,0.59266
3.2458,1.6375,7.9068,0.5651
3.199,1.6271,7.7226,0.53518
3.1415,1.6026,7.4971,0.50585
3.0699,1.5677,7.202,0.48275
3.0033,1.4978,6.8402,0.46828
2.9407,1.4212,6.4273,0.46057
2.8571,1.3299,5.967,0.4588
2.7603,1.2126,5.4567,0.45972
2.6106,1.0904,4.9304,0.46588
2.4415,0.98905,4.3984,0.4677
2.2202,0.90332,3.8972,0.47261
2.0021,0.83288,3.4476,0.47843
1.7899,0.77995,3.0766,0.48081
1.5986,0.73483,2.7618,0.48105
1.4463,0.69944,2.5041,0.47228
1.3196,0.67398,2.285,0.4558
1.2125,0.64967,2.0863,0.422
1.1285,0.62666,1.9181,0.38361
1.0578,0.60043,1.7768,0.33498
1.0014,0.58092,1.6661,0.28773
0.9683,0.56946,1.5878,0.24684
0.94794,0.5674,1.5389,0.21199
0.94129,0.56373,1.5146,0.18662
0.94235,0.56104,1.5164,0.1674
0.9501,0.56362,1.5361,0.15579
0.9506,0.55948,1.5694,0.14825
0.93876,0.55394,1.6185,0.14653
0.91701,0.54831,1.6613,0.14951
0.87678,0.5429,1.6967,0.15558
0.83299,0.53748,1.7327,0.16219
0.78439,0.54141,1.7534,0.16923
0.74315,0.54642,1.7698,0.17489
0.7039,0.55706,1.7828,0.18053
0.67869,0.57509,1.7972,0.18854
0.65989,0.59454,1.7967,0.2009
0.6449,0.61877,1.7869,0.2141
0.64517,0.63832,1.7651,0.23066
0.65141,0.66904,1.7427,0.25539
0.68219,0.67916,1.7216,0.28341
0.72316,0.67609,1.7112,0.31758
0.79127,0.68311,1.7135,0.35884
0.87838,0.72028,1.7467,0.41236
0.99772,0.76664,1.8286,0.46574
1.1298,0.80808,1.9751,0.52611
1.272,0.86078,2.2275,0.58922
1.4215,0.92664,2.6203,0.65073
0.46988,0.70997,1.4266,0.34999
0.46908,0.6808,1.5237,0.35496
0.46814,0.64594,1.63,0.36062
0.45839,0.62364,1.7247,0.3698
0.44931,0.60418,1.8112,0.383
0.44295,0.59953,1.9022,0.40253
0.4376,0.59703,1.9814,0.4311
0.43413,0.59347,2.0449,0.46287
0.43564,0.58624,2.0986,0.48488
0.44493,0.57357,2.1533,0.49171
0.46713,0.57138,2.1971,0.4824
0.50358,0.56557,2.2308,0.45632
0.55987,0.56268,2.2521,0.42626
0.64409,0.57319,2.2681,0.40447
0.75819,0.58077,2.2874,0.39134
0.90006,0.58116,2.3187,0.39328
1.0553,0.58786,2.3643,0.40871
1.2089,0.60298,2.4326,0.42737
1.3506,0.61768,2.5129,0.45074
1.4702,0.62647,2.6089,0.472
1.5728,0.62526,2.706,0.48547
1.6551,0.63142,2.8234,0.49054
1.7195,0.63792,2.9703,0.49138
1.7603,0.6469,3.1535,0.49068
1.7694,0.65831,3.3855,0.49618
1.7593,0.67346,3.6544,0.51553
1.7332,0.69682,3.9647,0.54883
1.7313,0.71918,4.2943,0.60336
1.7369,0.73914,4.6341,0.67076
1.7741,0.76146,4.9886,0.73384
1.8466,0.79356,5.3697,0.78637
1.9444,0.82688,5.761,0.81655
2.0758,0.87126,6.1732,0.82048
2.2312,0.92928,6.5973,0.80566
2.4143,1.0105,7.0153,0.77404
2.6201,1.1113,7.421,0.73445
2.8428,1.2255,7.8171,0.6884
3.0841,1.3401,8.1699,0.64413
3.331,1.4473,8.4871,0.60112
3.5769,1.5603,8.734,0.56312
3.8283,1.6677,8.9097,0.53005
4.0733,1.7533,9.0204,0.50433
4.3239,1.8047,9.0834,0.48179
4.5784,1.8214,9.1553,0.46199
4.8259,1.8348,9.2768,0.44163
5.0517,1.8483,9.472,0.41636
5.2479,1.8638,9.7228,0.38862
5.3687,1.8769,9.9828,0.35862
5.431,1.8664,10.207,0.32984
5.4123,1.8486,10.355,0.30909
5.3519,1.8197,10.418,0.29823
5.295,1.7854,10.471,0.297
5.2837,1.7707,10.513,0.30912
5.3502,1.7696,10.598,0.32815
5.4871,1.7868,10.739,0.34847
5.6944,1.7936,10.903,0.36319
5.9259,1.7913,11.04,0.3712
6.1384,1.7993,11.124,0.36724
6.3263,1.8063,11.124,0.35674
6.4363,1.8045,11.022,0.34517
6.4569,1.8143,10.893,0.33576
6.4205,1.8222,10.768,0.32984
6.3366,1.83,10.671,0.33298
6.2469,1.8371,10.605,0.34347
6.151,1.8418,10.594,0.3588
6.0583,1.853,10.573,0.3766
5.9187,1.8588,10.538,0.39132
5.7374,1.8547,10.46,0.39493
5.5049,1.8363,10.339,0.39544
5.2139,1.8416,10.209,0.39695
4.9027,1.8266,10.076,0.40314
4.5808,1.8094,9.9858,0.42441
4.284,1.7998,9.9168,0.45858
4.0241,1.7915,9.8392,0.50634
3.8119,1.777,9.7545,0.56371
3.6396,1.7729,9.5926,0.6195
3.5111,1.7571,9.3631,0.6645
3.4087,1.7239,9.0946,0.69904
3.3348,1.702,8.8096,0.72175
3.2903,1.6842,8.5442,0.72905
3.2566,1.6598,8.3107,0.72718
3.2244,1.6522,8.1243,0.71288
3.1898,1.6511,7.9481,0.69194
3.158,1.6282,7.7539,0.66664
3.1107,1.6002,7.4937,0.63855
3.0648,1.544,7.1797,0.61352
3.0262,1.4642,6.7894,0.58519
2.9601,1.3879,6.3412,0.5642
2.8763,1.2888,5.8538,0.54523
2.7635,1.1585,5.3153,0.52574
2.6048,1.0517,4.7739,0.50643
2.4109,0.95727,4.2306,0.49033
2.1913,0.8774,3.7303,0.47479
1.976,0.8189,3.3095,0.46267
1.7751,0.76894,2.957,0.45585
1.5967,0.72465,2.6688,0.44516
1.4597,0.68806,2.4363,0.43423
1.346,0.66157,2.2372,0.41314
1.2494,0.63673,2.0607,0.38511
1.1724,0.60739,1.9055,0.34768
1.1018,0.58374,1.7664,0.30389
1.042,0.5688,1.6559,0.26033
0.99812,0.56313,1.5731,0.22204
0.96768,0.5614,1.5156,0.19199
0.95165,0.55674,1.487,0.17051
0.94413,0.56288,1.4787,0.15623
0.93571,0.56208,1.4891,0.14656
0.92733,0.55783,1.5171,0.14146
0.91007,0.55397,1.5582,0.13996
0.88779,0.5475,1.604,0.1406
0.85514,0.54114,1.6497,0.14248
0.82243,0.54195,1.6896,0.1439
0.7857,0.54107,1.7117,0.14563
0.75239,0.54829,1.7287,0.1477
0.72128,0.56057,1.735,0.15013
0.6912,0.57427,1.7335,0.15623
0.66747,0.58932,1.7229,0.16367
0.64693,0.60758,1.7056,0.17498
0.64703,0.62653,1.6847,0.19081
0.65283,0.65142,1.6638,0.20717
0.67567,0.64129,1.6395,0.22503
0.72023,0.63837,1.6297,0.25027
0.7837,0.66484,1.6345,0.28534
0.864,0.69972,1.6637,0.32996
0.96587,0.74695,1.7283,0.38521
1.0786,0.79256,1.8497,0.4504
1.2072,0.84518,2.0511,0.52498
1.3432,0.91839,2.3634,0.61209
0.48929,0.70873,1.3745,0.35083
0.47383,0.67883,1.4237,0.34774
0.47008,0.65409,1.5142,0.34695
0.46336,0.63434,1.6146,0.35533
0.45576,0.62148,1.7198,0.37149
0.45539,0.61974,1.8333,0.40006
0.45741,0.61839,1.9495,0.44142
0.45413,0.61659,2.0445,0.4819
0.45366,0.61196,2.1234,0.50992
0.45748,0.60199,2.1973,0.51947
0.46806,0.6013,2.2648,0.50035
0.49169,0.58542,2.3179,0.46471
0.53972,0.58629,2.3563,0.43119
0.61158,0.58592,2.38,0.40668
0.7126,0.5835,2.3907,0.39731
0.84166,0.58319,2.3971,0.40381
0.99238,0.59095,2.4195,0.42554
1.152,0.60471,2.4653,0.45624
1.3048,0.61402,2.5268,0.48969
1.4509,0.6219,2.622,0.5174
1.5743,0.62502,2.7446,0.53368
1.6825,0.63673,2.8927,0.53946
1.7717,0.64589,3.0821,0.53747
1.822,0.65363,3.3001,0.53252
1.8497,0.66672,3.5605,0.53315
1.8506,0.68491,3.8562,0.54676
1.8411,0.71045,4.1752,0.5805
1.8401,0.73436,4.5107,0.63351
1.867,0.75843,4.8562,0.70599
1.9353,0.78477,5.232,0.78459
2.036,0.81391,5.6229,0.85134
2.1711,0.85759,6.0554,0.89855
2.3245,0.91237,6.5114,0.91235
2.4894,0.98725,6.9652,0.89952
2.6742,1.0841,7.4177,0.86478
2.8807,1.2032,7.8375,0.8135
3.1077,1.3257,8.1971,0.75561
3.3514,1.4415,8.4986,0.69456
3.6026,1.5522,8.7511,0.63889
3.8565,1.664,8.9419,0.58774
4.1078,1.7499,9.0898,0.54806
4.3503,1.818,9.2324,0.51263
4.5979,1.8531,9.3686,0.48516
4.8256,1.8641,9.5378,0.46343
5.0422,1.8727,9.7471,0.44329
5.2443,1.8873,9.9671,0.42179
5.3853,1.9049,10.202,0.39791
5.458,1.9072,10.39,0.37123
5.4474,1.8932,10.519,0.3462
5.3569,1.8699,10.573,0.32732
5.2258,1.8309,10.582,0.31664
5.1297,1.8076,10.592,0.31527
5.1013,1.7994,10.635,0.32331
5.1677,1.8084,10.751,0.33577
5.3471,1.8173,10.929,0.34716
5.6,1.8185,11.127,0.35492
5.9084,1.8101,11.29,0.35272
6.2352,1.8081,11.361,0.34294
6.5064,1.8108,11.312,0.33364
6.6885,1.8135,11.161,0.32558
6.7664,1.8211,10.921,0.32385
6.7508,1.8248,10.677,0.32939
6.6716,1.8303,10.485,0.33802
6.556,1.8302,10.377,0.34972
6.4415,1.835,10.353,0.36156
6.2976,1.8413,10.366,0.36856
6.1245,1.8448,10.387,0.36823
5.9133,1.8385,10.369,0.36392
5.6433,1.8308,10.31,0.35611
5.335,1.8344,10.237,0.3518
5.0004,1.8186,10.154,0.36023
4.6622,1.8037,10.077,0.38443
4.355,1.8063,9.9989,0.42526
4.0947,1.7935,9.8868,0.47952
3.8839,1.7934,9.7161,0.54744
3.7238,1.7764,9.5035,0.61488
3.5935,1.7598,9.2483,0.68149
3.4858,1.7185,8.9825,0.73988
3.3953,1.7066,8.7161,0.78031
3.3184,1.6793,8.4886,0.80674
3.2549,1.6637,8.3012,0.82022
3.1938,1.6615,8.1181,0.82487
3.1401,1.6494,7.9537,0.81697
3.0921,1.6295,7.7519,0.80575
3.0459,1.5972,7.4962,0.78699
3.0086,1.5277,7.1801,0.76008
2.9779,1.4478,6.7938,0.73138
2.9218,1.361,6.3347,0.69252
2.8328,1.2364,5.8126,0.65074
2.7077,1.1122,5.2545,0.60623
2.5387,1.009,4.6848,0.56327
2.3365,0.92515,4.1246,0.5189
2.1371,0.85982,3.6219,0.4803
1.9395,0.8088,3.2017,0.45196
1.7601,0.76216,2.852,0.42764
1.62,0.71555,2.5823,0.41074
1.5019,0.679,2.3667,0.39634
1.407,0.64776,2.1827,0.3728
1.3253,0.61755,2.024,0.34375
1.2501,0.59044,1.8792,0.30838
1.1745,0.57236,1.7548,0.26953
1.1053,0.55956,1.6507,0.23249
1.051,0.55958,1.5691,0.2019
1.0073,0.55532,1.5134,0.17869
0.97369,0.55537,1.4771,0.16176
0.9497,0.55689,1.4603,0.15161
0.92289,0.55557,1.46,0.14591
0.89715,0.55102,1.4784,0.14242
0.86557,0.54815,1.5108,0.14077
0.83424,0.54381,1.5567,0.13853
0.80885,0.54085,1.6022,0.13595
0.78211,0.54313,1.6405,0.13229
0.76348,0.54395,1.6693,0.12762
0.74405,0.55031,1.6771,0.12561
0.72236,0.55854,1.6732,0.12485
0.70002,0.56615,1.6554,0.12828
0.67892,0.57524,1.6288,0.13433
0.66486,0.58538,1.6081,0.14375
0.6599,0.60126,1.5876,0.15529
0.66903,0.60711,1.5679,0.1681
0.68861,0.59848,1.5497,0.185
0.72844,0.60475,1.5439,0.20551
0.78038,0.64611,1.552,0.23575
0.84633,0.69202,1.578,0.27687
0.92945,0.74013,1.6361,0.33216
1.0169,0.78889,1.7348,0.39742
1.12,0.85608,1.8889,0.48175
1.2484,0.92322,2.1389,0.58091
0.52988,0.71014,1.3565,0.36742
0.49598,0.67669,1.3581,0.35816
0.48345,0.66096,1.4201,0.35382
0.47832,0.64985,1.5168,0.35772
0.47648,0.64434,1.6325,0.38067
0.47788,0.64197,1.763,0.41651
0.48358,0.63502,1.9033,0.46549
0.48538,0.63391,2.0235,0.51735
0.48457,0.6298,2.1319,0.55205
0.48232,0.62482,2.2194,0.55416
0.48692,0.61607,2.309,0.52929
0.50404,0.60552,2.3839,0.48903
0.54015,0.60305,2.4471,0.45001
0.60188,0.59491,2.474,0.42141
0.69166,0.58719,2.4843,0.41368
0.80679,0.58641,2.4728,0.4274
0.94218,0.59781,2.4642,0.45529
