Gd,Co,Fe,Ce,Pt
193.7891,53.37788,113.3799,662.9509,700.0063
171.2822,61.46288,95.99072,662.9622,746.3499
178.005,67.57117,78.59701,602.497,692.4192
210.9708,40.44114,120.3839,613.1793,674.805
194.2171,52.92291,115.2576,650.0256,662.272
196.0241,60.41935,91.49303,653.4768,656.3259
148.5313,63.57339,109.6656,640.6895,664.1016
228.3892,58.16336,108.5403,614.8384,704.6104
149.516,70.73858,100.1942,639.038,720.4504
232.1193,34.53025,99.51212,655.7078,719.9469
185.9383,62.23127,126.3312,645.0205,777.5552
174.7253,53.90914,109.5022,586.0759,692.4554
178.0186,80.54473,91.69766,645.335,696.0325
214.0531,66.87904,110.4304,579.6238,715.3069
188.7583,57.60528,105.7931,619.7484,674.2981
193.1979,59.58033,92.93977,612.1323,742.2072
175.6777,59.54985,106.1052,600.4042,687.186
177.9056,58.72441,90.88425,618.1461,671.2518
182.1929,74.46658,102.2288,573.5737,716.196
199.5143,76.35271,108.1976,613.2293,747.2612
158.9686,64.28055,112.3385,674.9264,737.6298
202.8207,74.08829,103.5034,659.9233,726.8407
186.0191,72.79832,108.9293,600.1761,749.5214
171.2786,61.79775,101.4109,640.511,744.4788
135.2232,93.03693,99.3571,648.772,747.5362
171.5818,75.45556,120.7169,649.8652,793.8138
184.1505,73.19867,116.0331,622.8099,739.7246
179.2878,70.96928,98.5649,600.4166,717.3424
165.2609,59.53637,89.14955,689.3594,755.1287
187.8935,72.54539,93.94848,610.7597,829.1622
172.862,78.85569,100.5299,590.5249,783.799
178.6786,69.44661,110.2823,622.6501,734.9438
193.3332,47.87324,72.99568,681.7189,762.1776
184.1679,63.86245,137.9746,653.3481,763.8253
203.836,70.98025,99.31886,635.8228,796.1517
173.1777,71.8899,96.72019,673.4497,771.9247
213.2502,44.70874,108.4926,630.6979,768.3842
395.8497,54.61886,226.728,357.3824,798.0821
375.8597,89.05885,197.323,323.9063,699.6984
385.8729,83.76334,215.4167,356.5166,699.1137
414.0484,64.27614,216.9096,328.6415,639.8028
404.0729,75.31087,220.9854,386.5959,679.2769
430.7556,91.24796,242.6029,336.1547,601.6465
421.0715,62.54858,229.4577,345.2941,600.0568
418.2528,78.33527,241.6033,365.6163,628.9457
406.7406,101.8964,228.6879,330.1214,717.8882
398.8851,63.78533,225.6771,347.9262,787.3967
388.7938,92.17608,222.9626,384.8932,786.6971
322.5288,86.54225,236.9442,386.0146,798.9934
355.1049,104.1083,254.8965,391.1781,767.6205
372.1105,92.22626,222.8891,355.6412,776.6072
326.0813,89.99295,225.6488,351.7442,729.852
391.3652,72.86774,194.896,406.6752,784.3575
366.473,98.72563,255.5349,380.1873,799.8261
346.0316,96.48895,244.8624,380.6691,790.232
377.3209,88.29726,213.135,394.9222,778.0688
309.0195,94.31887,174.6521,396.072,753.3923
365.9403,64.17787,197.2176,362.22,863.2668
326.3821,90.10394,189.4592,437.716,819.3514
305.3793,93.04504,184.9879,439.9084,797.1493
307.2405,79.33274,158.3059,405.653,877.2943
222.2029,77.13487,164.8547,460.0281,815.4711
247.0816,74.09486,150.2042,438.3139,799.1197
260.5107,72.12056,139.2887,515.791,873.5748
198.7608,41.80098,149.2477,487.1693,760.2411
185.8907,63.70874,136.1824,473.6615,868.8649
176.2999,63.50186,92.60222,509.0869,888.5338
155.8363,66.93214,100.4319,590.8372,789.4299
146.9463,58.96692,110.0712,567.5727,802.3743
191.3172,48.15523,77.21365,552.662,829.1201
169.3845,65.3664,76.90298,584.6659,819.4102
140.2904,38.07029,96.87564,554.5593,819.6432
139.2829,54.55212,83.0041,564.4531,931.2358
135.0646,56.68033,103.9488,475.2007,916.685
148.3791,50.8374,96.05148,570.263,931.2763
181.4031,74.41743,83.33361,528.2228,908.1194
153.3023,76.10403,96.65776,544.2345,942.3845
150.6234,57.95182,110.042,545.3538,916.121
191.3389,84.43471,99.24278,589.1853,841.8473
184.2936,79.16718,113.3775,560.6201,876.123
173.905,77.4206,93.16889,548.6286,868.3005
141.616,75.99364,101.3414,578.6189,926.4446
138.918,89.91968,120.912,580.2569,971.6709
138.843,92.19942,139.7534,531.4415,999.8674
146.8351,114.7728,179.6125,492.7028,1021.368
185.0358,97.97746,190.9098,479.3994,974.526
126.5453,163.7646,213.4568,448.5033,1019.076
118.7583,195.5305,249.7811,380.972,935.4141
131.3402,226.9703,330.0021,338.9192,882.8472
112.4619,295.8911,444.2006,261.5719,956.6739
104.5493,353.2368,493.8155,253.5015,907.2302
98.33462,325.8912,489.5311,229.3178,907.1596
76.94765,362.1479,529.7809,194.7811,928.8454
81.07124,389.7248,561.9195,225.4014,908.3615
73.02866,373.8794,546.2825,210.17,908.4355
88.70798,399.1245,539.0753,186.5836,942.4892
101.9728,424.4604,581.8342,192.6583,826.7993
90.7602,361.9944,554.1362,142.1,827.1282
95.89445,403.4474,636.5706,184.7141,869.2664
67.74891,403.2577,581.382,156.5629,845.148
84.22726,412.5445,598.1673,160.959,961.8731
87.39256,474.4148,583.2004,200.6105,899.1048
101.0946,489.6409,637.2439,186.3113,857.4721
78.52124,456.7148,595.2675,122.2349,829.6402
63.75036,442.772,615.8742,156.7504,841.3565
75.84753,461.0332,631.5682,160.8353,799.9459
60.71059,495.6713,708.0908,152.6418,811.8267
108.9316,448.8611,625.3496,187.1243,812.6026
69.39942,457.4536,654.7247,136.2516,749.3033
76.08535,463.7777,685.3403,149.8952,855.942
73.64549,407.5775,651.4611,127.4241,833.7692
77.7979,482.4405,663.9075,154.648,863.6116
73.88852,450.8959,708.0436,135.7421,876.0385
56.93729,450.1282,652.8435,178.5982,909.5355
77.13702,472.4269,674.8196,152.4211,871.8759
81.64159,500.5402,607.1537,129.6553,880.9496
70.55908,504.9939,703.8494,175.485,788.1674
88.98096,445.1967,680.7737,162.0439,873.2917
63.05076,500.1551,663.9566,174.6875,850.6649
79.77949,510.507,685.1794,184.0828,798.2149
94.29644,470.7313,694.6113,176.7958,795.4743
58.52143,531.2363,652.863,128.5073,770.1834
64.50928,525.6799,651.964,155.8688,810.2288
83.09721,453.6247,683.2656,136.867,791.0607
80.70232,503.1725,691.0059,176.9498,787.2644
82.92538,468.4181,685.4346,138.7376,708.3627
82.86207,498.6633,661.8459,127.3155,763.5968
83.93421,514.3505,700.7384,142.9854,722.046
82.03163,436.4564,731.2581,130.1997,788.2994
65.395,538.4786,696.546,170.8558,832.6836
65.77773,459.383,697.3022,145.0912,811.1748
79.67432,465.8999,691.1503,147.2657,797.2474
83.46605,473.0848,629.895,164.8698,771.9489
82.72263,460.4015,722.9006,183.1768,839.8186
66.33794,471.2624,710.9283,191.6278,753.3318
73.35863,482.9019,675.968,189.8046,719.0358
91.40575,528.1384,668.8502,175.5282,748.0105
67.32313,411.1197,708.386,165.7627,719.1693
109.3368,487.3752,703.8198,168.1186,753.4843
89.16208,482.0952,668.9769,172.8761,685.1448
92.11021,492.9592,643.9733,192.7399,758.9457
93.59612,472.3917,681.498,192.801,652.9432
88.53346,459.0707,642.753,231.6746,674.4072
90.30548,471.0471,697.5943,189.3075,736.2164
104.0031,431.5006,577.4955,188.8849,703.6725
140.7975,430.3495,598.0364,205.9379,841.0715
113.9089,436.364,636.2188,244.6349,773.1245
69.34301,431.8282,535.6294,225.6259,720.3261
102.5974,425.9315,668.1846,250.5259,760.7994
89.3707,426.0113,602.2872,216.4083,741.9282
112.7245,396.96,624.3279,274.3996,750.0306
101.4333,395.5229,583.2362,266.8859,754.2883
99.45876,414.6232,556.6942,302.8791,755.7378
112.1743,371.7069,544.2721,310.3569,777.6652
110.9711,327.4527,467.6812,321.8835,719.321
139.3682,321.7996,436.6426,319.7766,730.5027
163.0255,259.4727,376.4634,362.9654,768.6857
144.0895,193.9341,281.5843,475.5732,791.0109
156.5973,165.4708,178.0589,591.9208,752.7012
193.0589,87.15711,156.5025,613.9754,706.6679
169.2823,75.47974,106.9318,671.5108,783.0012
177.1958,83.94235,117.9418,673.2181,754.6533
212.7953,54.13243,113.1564,620.5844,662.2968
186.6792,76.5033,111.0495,664.7372,695.1776
173.5968,59.14173,122.4238,661.1792,707.8375
161.4834,78.33706,86.24978,645.751,749.1902
203.9184,83.90228,107.6395,612.8959,722.9428
197.3304,50.75517,125.0924,661.5867,698.0327
199.0581,71.62434,97.43565,650.856,663.9409
152.75,62.10682,104.9377,652.213,677.669
180.4243,63.33765,84.93438,607.3403,711.1799
181.8243,74.15454,98.29433,723.5669,654.9406
193.0686,58.63602,114.2431,667.374,759.0203
183.117,61.1879,117.7271,654.9005,723.8398
203.4584,51.54156,89.84988,639.1791,654.6274
180.3673,51.39614,96.77821,639.9491,668.704
185.4538,57.31268,80.71731,609.4751,673.3835
165.9206,49.92272,99.25762,658.8608,663.4974
191.2003,55.12967,93.32839,653.2831,652.0399
179.3217,61.34133,89.26558,594.4468,720.1384
190.1178,61.62291,90.49797,667.5393,651.7629
170.1129,62.42339,92.5474,608.1451,671.8978
214.0163,45.91216,104.4819,665.7058,718.0402
179.9767,80.28854,96.45995,669.1409,703.3256
193.2575,64.35706,106.3804,652.0443,648.0692
224.6583,64.62121,106.7027,615.9189,715.5568
172.939,64.89716,127.3016,621.8575,718.154
210.7327,54.56732,106.7886,624.135,693.6056
183.9557,80.02529,104.8042,619.3986,659.3033
157.6702,53.14156,118.7178,717.8863,707.5625
179.5912,62.61691,114.0654,636.255,649.8879
187.4047,61.06762,113.6888,701.8755,682.7579
201.5117,76.89311,115.466,640.4813,621.8965
202.4276,55.38274,112.0549,664.5678,641.0643
193.3092,86.82788,110.4354,677.0845,637.8638
183.9021,66.75571,109.707,668.7479,679.99
217.8688,48.88917,118.4549,648.6335,715.0284
198.9031,63.76958,113.5821,685.6591,674.3439
228.7424,54.25412,101.6753,604.6398,705.5285
167.6228,55.85839,110.8235,600.1802,730.5489
163.7136,72.5867,105.4123,659.4218,715.4401
197.062,68.00928,89.49905,679.7227,713.8921
167.4247,80.51061,94.60008,650.7905,734.6245
160.7121,68.46835,111.168,625.5672,687.7297
162.9069,70.31875,117.5637,650.2709,691.3826
197.2138,58.82907,85.17013,624.7463,662.7086
182.9875,61.41388,122.6147,580.9209,715.8419
192.6275,67.28796,102.0045,654.601,695.2828
186.3532,51.19749,112.3021,675.4203,682.7683
165.7575,65.53096,98.61272,625.8933,736.6275
176.7137,55.64441,108.4616,618.9133,735.5981
180.9357,58.854,89.15054,610.3122,741.0436
175.9466,81.5686,95.36215,648.6177,685.3596
166.5148,56.54383,90.45722,668.8336,717.5135
171.7732,58.60359,107.3406,604.8168,738.4286
188.5646,75.67518,117.3904,609.0219,771.4466
183.0361,68.37881,96.58283,632.4308,697.1343
196.4116,59.27937,102.5082,650.8074,738.0211
189.3194,51.35585,110.2865,622.7156,702.4422
177.0323,69.0181,89.22337,590.7143,731.9644
152.4381,64.25132,101.9845,630.8973,791.6898
191.6171,50.38531,107.5357,628.9642,721.7199
173.7708,63.15742,75.70171,648.9942,774.8353
186.9815,80.87415,108.6193,650.8112,729.9831
209.5777,50.87034,96.09157,644.8489,765.3431
179.0029,62.23556,113.108,646.7817,723.6646
184.6361,51.77946,111.2648,617.8309,749.985
199.3084,63.55152,99.4567,653.1938,753.4481
133.9158,69.53167,94.2604,589.2097,738.8828
198.2387,59.28587,110.1585,634.3928,802.621
208.0045,65.03126,86.30651,634.2866,769.1591
159.5124,62.74164,82.8265,636.9404,785.5782
175.6479,84.17313,103.2593,694.2409,760.0044
168.4081,72.06282,105.1282,595.6063,748.5698
199.5705,82.22218,102.2352,598.2093,807.3776
216.3662,71.09184,104.27,639.1387,797.6786
174.585,79.60585,103.4436,679.9037,798.4875
384.3016,79.08422,207.718,388.1626,758.2537
373.4556,86.33363,212.4564,360.1454,796.5292
410.0036,83.18851,193.1716,379.1685,792.0999
412.7139,60.67215,211.63,373.7753,758.7047
378.3451,72.56089,209.8509,326.3933,662.8814
426.7339,80.35145,196.0766,336.0789,585.4153
392.9,102.8992,215.9631,341.6994,586.6359
355.7506,98.77002,205.7818,366.6961,648.8102
396.6412,77.33746,200.3665,360.4326,646.0656
366.9296,84.16913,238.2397,384.5542,729.5533
370.2546,72.73029,267.1333,351.3779,886.1752
391.8763,85.86124,221.2271,346.919,732.2545
354.5537,77.90472,224.3971,495.8104,729.6888
395.3416,80.90303,211.0431,398.821,756.502
363.6989,87.01987,209.9852,386.2308,646.827
351.8845,85.35198,212.0126,370.8837,781.1464
325.4157,90.09702,193.9039,387.3405,743.5939
346.7145,81.84716,231.3916,375.3922,801.2864
343.0126,58.73469,180.7235,406.5718,807.7627
341.8843,90.35739,225.7753,399.5297,772.5977
333.7325,62.1041,216.8673,376.9606,766.8076
323.8899,65.02676,190.283,422.971,767.0653
303.7505,79.26793,177.7384,437.3033,866.3531
306.9915,63.75212,159.7859,448.0517,875.3179
274.3293,64.69771,147.4871,437.2046,823.9907
210.7052,73.9257,117.7194,475.6041,770.2129
273.8975,58.12165,147.6181,468.2147,860.528
208.6971,72.44179,126.0116,535.1087,856.6254
207.359,67.7412,99.81998,524.5173,859.5493
178.1858,52.47004,87.74989,526.6355,780.172
153.3393,72.14066,106.5802,556.8864,893.6301
147.8406,51.5134,121.3815,523.6885,786.5256
133.9244,68.16598,79.20728,606.8506,787.9662
178.5173,50.98355,99.10999,531.1602,833.6434
159.0024,54.15099,82.95404,544.6184,859.3099
137.7791,59.18065,97.99776,577.7554,927.1205
170.8955,67.62296,92.23355,558.0969,876.473
175.2056,84.32011,66.48873,540.0162,881.6268
152.3135,61.87465,104.9897,558.3441,913.6251
170.0235,53.09174,96.86199,554.2124,849.9123
155.8283,51.87219,80.7893,535.784,920.1521
169.4038,58.9178,111.7439,512.7806,878.1683
148.1506,64.99397,88.46302,546.2163,843.5352
178.5365,66.0449,91.24719,555.8909,943.0449
165.2149,62.33817,109.8307,589.0807,927.4616
183.5015,72.6432,131.1599,532.5683,904.6511
152.1502,94.79276,137.5464,566.3848,940.2767
166.4196,114.382,143.1852,482.0892,1015.427
142.597,149.9687,123.0083,512.5418,974.7375
154.8029,140.0882,211.4609,494.7383,884.5587
148.7082,155.1971,258.6685,454.0444,893.2536
151.0877,241.1373,355.7203,409.7206,926.4239
94.17137,268.5459,405.4223,339.9946,954.7789
104.6263,306.8995,402.6509,278.3946,959.3604
125.4678,336.0425,526.9257,209.9182,900.9092
84.83365,345.475,511.4978,273.0464,924.3956
112.9361,419.9291,524.2323,216.5686,903.3038
87.30166,339.2987,547.4031,168.1992,887.5837
82.03356,389.8596,579.8304,215.9328,911.0145
113.5918,396.4675,614.7116,179.9283,922.9564
86.09549,437.5657,580.1752,179.7136,835.7421
67.17626,379.047,584.0331,161.2361,838.6795
74.83106,465.3557,558.028,178.6113,884.4655
74.05248,412.4169,650.874,146.1641,892.799
69.46178,458.1379,638.4524,176.2141,813.4557
77.08389,460.306,605.8229,201.0792,855.1993
86.31727,439.3362,639.5767,156.3962,817.6693
69.56446,438.0387,653.5148,148.4639,858.3105
73.67725,440.7369,578.5886,151.191,871.7552
67.17928,432.4789,671.0237,150.2502,788.5239
103.4599,477.5139,649.7226,162.6699,775.3819
62.32298,488.3726,636.3267,160.1768,790.0494
64.28882,451.6334,667.7135,157.5355,832.6866
66.13715,468.1123,669.4289,127.3558,852.7551
70.91628,508.5987,675.8943,140.601,811.0015
72.52409,502.7157,723.4507,148.2758,949.1197
70.48327,488.6164,629.2373,150.3493,846.2668
62.33514,513.6942,662.7519,157.5297,855.8956
87.61941,439.4063,671.7997,153.3174,849.7827
81.6121,442.5116,673.3358,149.0287,853.8667
73.6263,492.4753,633.5546,171.2913,776.7911
88.64235,509.0784,659.5665,147.903,784.9919
85.026,462.4048,693.9395,153.2795,769.3912
85.36678,492.9728,681.384,157.9339,829.7239
102.121,496.3307,683.9185,151.2338,713.6656
77.86225,467.4159,736.1767,144.8424,829.9939
120.0936,475.5914,611.8857,131.316,747.804
71.45676,488.221,722.147,152.5874,781.1514
98.97481,485.5424,684.1428,158.4425,848.7756
96.23178,457.8481,649.2357,144.328,778.9016
94.94778,507.8184,636.9568,148.9131,845.8925
106.1808,511.4503,739.5351,120.6957,792.9452
88.85265,462.7512,697.3003,129.4021,754.9902
90.10378,464.7964,682.8749,144.8468,722.3321
73.09212,493.4193,670.2216,183.6689,752.0791
93.64219,483.8828,715.4966,156.4342,768.5364
102.3027,471.7925,708.2839,166.3191,766.0964
74.66293,501.3529,675.7131,166.0436,773.2739
63.31149,492.8162,649.3688,189.1101,726.3113
104.4423,469.2583,666.6171,169.5961,678.9847
124.9707,460.4972,641.4377,186.9232,746.2297
84.50782,493.2608,633.8506,211.0872,763.5385
109.7639,470.0657,662.6807,182.1528,703.2068
97.34511,488.8197,656.2875,206.6229,690.1494
95.9894,461.5206,643.5507,215.1459,728.4365
103.728,503.0861,678.1788,215.2656,676.9432
90.63039,416.7381,678.4786,202.1389,696.0744
92.56352,453.5786,634.9994,197.6783,740.8238
101.5703,473.5876,621.9628,208.3291,768.773
83.79998,433.3238,581.053,237.7839,766.3347
100.7692,472.7654,649.6095,260.4772,735.5835
94.48275,412.9269,616.8136,236.6941,730.5358
105.3915,448.1012,582.3962,235.7686,778.5292
111.1325,409.6971,608.215,284.2022,758.0288
100.7535,404.3329,548.1714,296.9662,758.3725
98.87315,433.8234,520.3823,259.5818,826.5403
116.6851,349.2671,535.5453,322.5865,695.9509
117.2124,343.2266,514.8644,322.4018,762.6484
120.0241,330.334,442.7171,346.3506,769.6243
158.1428,304.7115,395.0945,427.8713,749.1343
157.9672,209.9686,364.3143,480.6186,736.8701
167.7077,133.0953,217.2432,567.1249,755.5602
191.3239,72.40041,146.6637,657.3816,720.5822
189.84,62.85366,142.8675,656.657,741.5516
207.879,61.14911,126.0631,651.4247,726.0192
194.0094,66.13853,118.0059,647.8975,751.109
234.3268,57.9996,113.8963,611.6143,681.546
183.2167,83.05946,112.97,652.5707,699.5148
175.542,64.89124,107.9954,592.5244,685.1722
154.255,67.91338,118.8745,670.2076,676.7014
186.2149,64.07151,84.63158,613.4914,713.0406
203.6196,63.84562,91.60062,641.7488,675.5341
184.5768,58.31944,86.93588,615.0935,704.0245
194.8023,61.26791,121.7983,655.1348,721.6862
179.9731,59.79408,97.57825,664.6849,703.0702
187.6131,55.1777,103.8431,652.0292,699.8074
150.8242,83.02573,115.0957,642.5651,701.9297
191.3088,60.07394,79.06435,600.6561,729.2057
214.4472,79.51036,88.01643,620.3564,728.7202
185.3411,69.80801,100.6646,623.9149,597.6925
175.1016,60.73452,104.1635,653.1167,647.8845
158.768,60.89541,112.8962,609.7547,657.7457
168.1924,80.18744,92.15146,663.4088,676.3447
183.5882,59.65073,102.7527,644.3522,734.0764
194.2756,75.54598,88.17613,619.2206,666.5528
203.3823,67.34661,92.47295,607.9166,666.6184
205.474,67.4743,96.4983,618.3857,663.3506
188.5581,61.02742,92.11246,664.1849,741.381
207.2853,78.19417,100.4961,654.343,651.6518
206.688,38.02645,100.3725,672.5377,685.6031
165.8979,77.26904,106.4982,704.8524,664.8008
151.0172,97.64995,114.839,600.5487,678.011
202.8088,73.04401,108.5517,710.5049,683.959
208.5298,52.75797,124.5358,655.834,640.0472
187.9979,48.86403,93.64544,663.237,657.2949
209.8669,90.20937,106.5058,652.8359,642.5969
186.5393,92.47371,89.98539,702.8258,679.8649
194.1087,51.47889,102.6412,565.9352,638.9921
194.2194,60.58286,113.0382,595.811,715.5974
174.7029,45.15698,105.4982,630.1827,670.8688
187.9645,76.65781,93.9464,660.9757,650.9417
218.4986,60.89663,94.57812,667.7061,726.9903
165.6429,57.26471,80.76851,685.4194,719.1399
183.0557,63.70162,81.13495,641.1666,738.9026
168.2617,64.6733,103.7779,683.2403,717.6744
171.1822,72.381,109.2461,658.4717,674.3214
203.4,53.19431,82.1133,608.4401,703.3146
146.3588,61.86593,103.0723,691.5201,700.8172
188.0621,68.31213,121.8084,652.928,728.9177
196.5694,61.85155,96.6648,732.4138,683.4977
196.7626,62.80745,80.29063,617.564,676.3313
132.1047,79.56449,106.8225,651.5978,748.5889
162.5574,62.43003,91.28468,619.1056,759.9214
182.4363,68.09083,117.7842,677.2814,685.7631
154.1224,63.80651,91.53188,634.3769,685.1419
167.285,41.75201,118.3053,644.5116,693.9029
210.4787,77.54226,100.2219,595.99,677.9501
188.7384,59.42729,106.4434,600.6614,779.8505
164.0922,95.36124,108.5828,637.124,726.2045
210.3734,74.51878,90.46443,608.4734,728.1544
179.7177,74.95785,90.95349,544.5548,715.8586
220.1277,43.37962,107.5173,607.9625,736.4905
176.2891,56.5029,99.36204,652.6564,750.7417
151.9196,57.35843,84.9622,640.315,748.9745
195.4489,50.24781,97.8068,613.295,747.0583
188.0362,62.1309,109.8986,588.1301,821.5559
162.9163,62.00649,102.5181,645.8995,682.5935
201.0952,71.00287,86.16077,643.0034,745.5984
177.9478,86.31136,90.52718,665.9818,759.917
202.6617,45.57076,98.94865,629.9246,778.7455
193.9502,75.40505,106.1815,578.9349,775.2786
197.2047,57.01043,91.68217,667.5901,822.6217
183.5984,58.51523,109.818,691.6879,784.775
154.5195,75.64941,113.1693,654.8183,781.0549
186.773,56.23034,123.3113,622.0673,745.1189
176.7913,77.79175,119.8702,617.8023,758.1556
197.09,89.6328,108.5433,603.313,690.8286
172.2963,85.31391,99.44017,653.7781,751.5086
144.9567,92.96071,114.1135,673.5789,816.4397
173.6052,57.83635,114.9608,676.6644,806.5418
314.9437,90.34451,190.6693,394.8764,744.8265
373.3341,75.72054,226.2396,332.3148,776.7048
381.3867,82.84691,242.8186,331.0718,777.9503
324.3147,88.86285,209.6858,379.9029,760.9852
400.4211,74.35811,221.8536,325.1293,694.9352
441.9114,61.07354,203.3439,347.6064,605.3114
389.7471,97.48605,230.1038,361.5095,604.6113
413.5047,51.42188,222.1965,313.9391,643.0124
393.999,75.88007,209.7668,327.1231,737.882
375.248,87.84724,191.7249,392.4664,753.3289
425.478,94.45509,200.3958,375.0519,747.679
362.8109,76.05718,233.8943,383.2573,823.2009
362.0126,91.37557,216.8975,407.5786,679.3205
